sample	group	variable	value	order
IL2	Gen 1	f_Chthoniobacteraceae	-3.663632338	43
IL2	Gen 1	f_Planctomycetaceae	-2.778421726	26
IL2	Gen 1	f_Caulobacteraceae	-3.663632338	30
IL2	Gen 1	f_Colwelliaceae	-2.103791463	19
IL2	Gen 1	f_Corynebacteriaceae	-3.372729412	20
IL2	Gen 1	f_Marinicellaceae	-2.011582814	8
IL2	Gen 1	g_Enterobacter	-3.20006632	22
IL2	Gen 1	g_Ruegeria	-3.20006632	42
IL2	Gen 1	g_Loktanella	-3.20006632	35
IL2	Gen 1	g_Propionibacterium	-3.372729412	41
IL2	Gen 1	g_Planctomyces	-2.778421726	28
IL2	Gen 1	g_Candidatus Xiphinematobacter	-3.663632338	44
IL2	Gen 1	g_Shewanella	-3.663632338	33
IL2	Gen 1	g_Congregibacter	-2.980980138	39
IL2	Gen 1	g_Marivita	-3.076851868	37
IL2	Gen 1	g_Corynebacterium	-3.372729412	21
IL2	Gen 1	g_Erythrobacter	-3.372729412	15
IL2	Gen 1	s_Propionibacterium acnes	-3.37272912	4
IL2	Gen 1	o_Rhodophyta	-5	49
IL2	Gen 1	o_Oscillatoriales	-2.603200381	46
IL2	Gen 1	o_Nostocales	-3.663632338	55
IL2	Gen 1	f_Nostocaceae	-3.663632338	56
IL2	Gen 1	f_Phormidiaceae	-2.603200381	45
IL2	Gen 1	g_Phormidium	-5	50
IL2	Gen 1	g_Lyngbya	-5	51
IL2	Gen 1	g_Arthrospira	-3.663632338	54
IL2	Gen 1	g_Cylindrospermopsis	-3.663632338	57
IL2	Gen 1	g_Planktothricoides	-5	53
IL2	Gen 1	g_Hydrocoleum	-5	52
IL2	Gen 1	s_Lyngbya hieronymusii	-5	48
IL2	Gen 1	s_Arthrospira platensis	-3.663633054	47
IL3	Gen 1	p_Actinobacteria	-1.168167766	1
IL3	Gen 1	p_Bacteroidetes	-1.634815312	7
IL3	Gen 1	c_Actinobacteria	-1.51228937	3
IL3	Gen 1	c_Spartobacteria	-2.941763451	6
IL3	Gen 1	c_Flavobacteriia	-2.183154556	13
IL3	Gen 1	c_Cytophagia	-2.380262908	12
IL3	Gen 1	c_Deltaproteobacteria	-1.903837129	10
IL3	Gen 1	c_Bacteroidia	-1.813178125	14
IL3	Gen 1	o_Bacteroidales	-1.903837129	18
IL3	Gen 1	o_Flavobacteriales	-2.183154556	29
IL3	Gen 1	o_Actinomycetales	-1.51228937	2
IL3	Gen 1	o_Marinicellales	-1.598618124	9
IL3	Gen 1	o_Aeromonadales	-2.817775143	36
IL3	Gen 1	o_Kiloniellales	-2.855304394	40
IL3	Gen 1	o_Sphingomonadales	-3.289224496	17
IL3	Gen 1	o_Chthoniobacterales	-2.941763451	31
IL3	Gen 1	o_Alteromonadales	-1.565207141	11
IL3	Gen 1	o_Cytophagales	-2.380262908	25
IL3	Gen 1	o_Planctomycetales	-2.001757144	24
IL3	Gen 1	o_Caulobacterales	-2.667347879	27
IL3	Gen 1	f_Shewanellaceae	-2.941763451	34
IL3	Gen 1	f_Flavobacteriaceae	-2.183154556	32
IL3	Gen 1	f_Erythrobacteraceae	-3.289224496	23
IL3	Gen 1	f_Flammeovirgaceae	-2.483522933	38
IL3	Gen 1	f_Microbacteriaceae	-1.644356471	5
IL3	Gen 1	f_OM60	-1.712075924	16
IL3	Gen 1	f_Chthoniobacteraceae	-2.941763451	43
IL3	Gen 1	f_Planctomycetaceae	-2.001757144	26
IL3	Gen 1	f_Caulobacteraceae	-2.667347879	30
IL3	Gen 1	f_Colwelliaceae	-2.751236399	19
IL3	Gen 1	f_Corynebacteriaceae	-3.194008035	20
IL3	Gen 1	f_Marinicellaceae	-1.598618124	8
IL3	Gen 1	g_Enterobacter	-3.866636761	22
IL3	Gen 1	g_Ruegeria	-2.575962302	42
IL3	Gen 1	g_Loktanella	-2.941763451	35
IL3	Gen 1	g_Propionibacterium	-3.866636761	41
IL3	Gen 1	g_Planctomyces	-2.001757144	28
IL3	Gen 1	g_Candidatus Xiphinematobacter	-2.941763451	44
IL3	Gen 1	g_Shewanella	-2.941763451	33
IL3	Gen 1	g_Congregibacter	-2.106873005	39
IL3	Gen 1	g_Marivita	-2.896385769	37
IL3	Gen 1	g_Corynebacterium	-3.194008035	21
IL3	Gen 1	g_Erythrobacter	-3.289224496	15
IL3	Gen 1	s_Propionibacterium acnes	-3.866638089	4
IL3	Gen 1	o_Rhodophyta	-5	49
IL3	Gen 1	o_Oscillatoriales	-2.367328549	46
IL3	Gen 1	o_Nostocales	-5	55
IL3	Gen 1	f_Nostocaceae	-5	56
IL3	Gen 1	f_Phormidiaceae	-2.367328549	45
IL3	Gen 1	g_Phormidium	-5	50
IL3	Gen 1	g_Lyngbya	-5	51
IL3	Gen 1	g_Arthrospira	-5	54
IL3	Gen 1	g_Cylindrospermopsis	-5	57
IL3	Gen 1	g_Planktothricoides	-4.580044252	53
IL3	Gen 1	g_Hydrocoleum	-3.049824095	52
IL3	Gen 1	s_Lyngbya hieronymusii	-5	48
IL3	Gen 1	s_Arthrospira platensis	-5	47
IL4	Gen 1	p_Actinobacteria	-2.220681153	1
IL4	Gen 1	p_Bacteroidetes	-2.239900095	7
IL4	Gen 1	c_Actinobacteria	-2.467008925	3
IL4	Gen 1	c_Spartobacteria	-4.580044252	6
IL4	Gen 1	c_Flavobacteriia	-2.812472793	13
IL4	Gen 1	c_Cytophagia	-2.398176221	12
IL4	Gen 1	c_Deltaproteobacteria	-3.623649373	10
IL4	Gen 1	c_Bacteroidia	-2.725418228	14
IL4	Gen 1	o_Bacteroidales	-3.623649373	18
IL4	Gen 1	o_Flavobacteriales	-2.812472793	29
IL4	Gen 1	o_Actinomycetales	-2.467008925	2
IL4	Gen 1	o_Marinicellales	-1.265384381	9
IL4	Gen 1	o_Aeromonadales	-3.567946738	36
IL4	Gen 1	o_Kiloniellales	-3.567946738	40
IL4	Gen 1	o_Sphingomonadales	-3.043242981	17
IL4	Gen 1	o_Chthoniobacterales	-4.580044252	31
IL4	Gen 1	o_Alteromonadales	-2.233802346	11
IL4	Gen 1	o_Cytophagales	-2.398176221	25
IL4	Gen 1	o_Planctomycetales	-3.347294459	24
IL4	Gen 1	o_Caulobacterales	-4.580044252	27
IL4	Gen 1	f_Shewanellaceae	-3.302504755	34
IL4	Gen 1	f_Flavobacteriaceae	-2.812472793	32
IL4	Gen 1	f_Erythrobacteraceae	-3.043242981	23
IL4	Gen 1	f_Flammeovirgaceae	-2.939536742	38
IL4	Gen 1	f_Microbacteriaceae	-2.558967413	5
IL4	Gen 1	f_OM60	-2.431230309	16
IL4	Gen 1	f_Chthoniobacteraceae	-4.580044252	43
IL4	Gen 1	f_Planctomycetaceae	-3.347294459	26
IL4	Gen 1	f_Caulobacteraceae	-4.580044252	30
IL4	Gen 1	f_Colwelliaceae	-2.892928144	19
IL4	Gen 1	f_Corynebacteriaceae	-3.967784297	20
IL4	Gen 1	f_Marinicellaceae	-1.265384381	8
IL4	Gen 1	g_Enterobacter	-4.230622674	22
IL4	Gen 1	g_Ruegeria	-3.316927734	42
IL4	Gen 1	g_Loktanella	-3.013079198	35
IL4	Gen 1	g_Propionibacterium	-4.580044252	41
IL4	Gen 1	g_Planctomyces	-3.347294459	28
IL4	Gen 1	g_Candidatus Xiphinematobacter	-4.580044252	44
IL4	Gen 1	g_Shewanella	-3.302504755	33
IL4	Gen 1	g_Congregibacter	-2.939536742	39
IL4	Gen 1	g_Marivita	-4.039053804	37
IL4	Gen 1	g_Corynebacterium	-3.967784297	21
IL4	Gen 1	g_Erythrobacter	-3.043242981	15
IL4	Gen 1	s_Propionibacterium acnes	-4.580426922	4
IL4	Gen 1	o_Rhodophyta	-4.039053804	49
IL4	Gen 1	o_Oscillatoriales	-2.310420258	46
IL4	Gen 1	o_Nostocales	-3.415253906	55
IL4	Gen 1	f_Nostocaceae	-3.542563218	56
IL4	Gen 1	f_Phormidiaceae	-2.310420258	45
IL4	Gen 1	g_Phormidium	-3.853205524	50
IL4	Gen 1	g_Lyngbya	-4.230622674	51
IL4	Gen 1	g_Arthrospira	-3.853205524	54
IL4	Gen 1	g_Cylindrospermopsis	-3.542563218	57
IL4	Gen 1	g_Planktothricoides	-3.72111613	53
IL4	Gen 1	g_Hydrocoleum	-3.623649373	52
IL4	Gen 1	s_Lyngbya hieronymusii	-4.230397392	48
IL4	Gen 1	s_Arthrospira platensis	-3.853206479	47
IL6	Gen 1	p_Actinobacteria	-1.49403475	1
IL6	Gen 1	p_Bacteroidetes	-2.202318446	7
IL6	Gen 1	c_Actinobacteria	-1.933984492	3
IL6	Gen 1	c_Spartobacteria	-3.372499984	6
IL6	Gen 1	c_Flavobacteriia	-2.51272485	13
IL6	Gen 1	c_Cytophagia	-2.63889138	12
IL6	Gen 1	c_Deltaproteobacteria	-3.032316328	10
IL6	Gen 1	c_Bacteroidia	-2.255257149	14
IL6	Gen 1	o_Bacteroidales	-3.032316328	18
IL6	Gen 1	o_Flavobacteriales	-2.51272485	29
IL6	Gen 1	o_Actinomycetales	-1.933984492	2
IL6	Gen 1	o_Marinicellales	-1.818476651	9
IL6	Gen 1	o_Aeromonadales	-3.169917769	36
IL6	Gen 1	o_Kiloniellales	-3.288902558	40
IL6	Gen 1	o_Sphingomonadales	-3.259502305	17
IL6	Gen 1	o_Chthoniobacterales	-3.372499984	31
IL6	Gen 1	o_Alteromonadales	-1.878565702	11
IL6	Gen 1	o_Cytophagales	-2.63889138	25
IL6	Gen 1	o_Planctomycetales	-2.446708526	24
IL6	Gen 1	o_Caulobacterales	-3.35444314	27
IL6	Gen 1	f_Shewanellaceae	-3.245517115	34
IL6	Gen 1	f_Flavobacteriaceae	-2.51272485	32
IL6	Gen 1	f_Erythrobacteraceae	-3.259502305	23
IL6	Gen 1	f_Flammeovirgaceae	-2.843920831	38
IL6	Gen 1	f_Microbacteriaceae	-2.023146174	5
IL6	Gen 1	f_OM60	-2.013359872	16
IL6	Gen 1	f_Chthoniobacteraceae	-3.372499984	43
IL6	Gen 1	f_Planctomycetaceae	-2.446708526	26
IL6	Gen 1	f_Caulobacteraceae	-3.35444314	30
IL6	Gen 1	f_Colwelliaceae	-2.822615891	19
IL6	Gen 1	f_Corynebacteriaceae	-3.681805144	20
IL6	Gen 1	f_Marinicellaceae	-1.818476651	8
IL6	Gen 1	g_Enterobacter	-3.72111613	22
IL6	Gen 1	g_Ruegeria	-2.999864087	42
IL6	Gen 1	g_Loktanella	-3.337108124	35
IL6	Gen 1	g_Propionibacterium	-4.337242168	41
IL6	Gen 1	g_Planctomyces	-2.446708526	28
IL6	Gen 1	g_Candidatus Xiphinematobacter	-3.372499984	44
IL6	Gen 1	g_Shewanella	-3.245517115	33
IL6	Gen 1	g_Congregibacter	-2.510185888	39
IL6	Gen 1	g_Marivita	-3.391340276	37
IL6	Gen 1	g_Corynebacterium	-3.681805144	21
IL6	Gen 1	g_Erythrobacter	-3.259502305	15
IL6	Gen 1	s_Propionibacterium acnes	-4.337134745	4
IL6	Gen 1	o_Rhodophyta	-3.927992875	49
IL6	Gen 1	o_Oscillatoriales	-1.590910904	46
IL6	Gen 1	o_Nostocales	-3.049499328	55
IL6	Gen 1	f_Nostocaceae	-3.169917769	56
IL6	Gen 1	f_Phormidiaceae	-1.590910904	45
IL6	Gen 1	g_Phormidium	-3.525651136	50
IL6	Gen 1	g_Lyngbya	-3.612478481	51
IL6	Gen 1	g_Arthrospira	-3.136541518	54
IL6	Gen 1	g_Cylindrospermopsis	-3.169917769	57
IL6	Gen 1	g_Planktothricoides	-5	53
IL6	Gen 1	g_Hydrocoleum	-3.273953692	52
IL6	Gen 1	s_Lyngbya hieronymusii	-3.612478539	48
IL6	Gen 1	s_Arthrospira platensis	-3.136541761	47
IL8	Gen 1	p_Actinobacteria	-0.887189154	1
IL8	Gen 1	p_Bacteroidetes	-2.489696499	7
IL8	Gen 1	c_Actinobacteria	-0.89664282	3
IL8	Gen 1	c_Spartobacteria	-2.894454051	6
IL8	Gen 1	c_Flavobacteriia	-3.207090268	13
IL8	Gen 1	c_Cytophagia	-2.925236204	12
IL8	Gen 1	c_Deltaproteobacteria	-2.83875122	10
IL8	Gen 1	c_Bacteroidia	-1.460872818	14
IL8	Gen 1	o_Bacteroidales	-2.83875122	18
IL8	Gen 1	o_Flavobacteriales	-3.207090268	29
IL8	Gen 1	o_Actinomycetales	-0.89664282	2
IL8	Gen 1	o_Marinicellales	-2.766661668	9
IL8	Gen 1	o_Aeromonadales	-2.472489708	36
IL8	Gen 1	o_Kiloniellales	-3.054292176	40
IL8	Gen 1	o_Sphingomonadales	-3.851172237	17
IL8	Gen 1	o_Chthoniobacterales	-2.894454051	31
IL8	Gen 1	o_Alteromonadales	-2.434808603	11
IL8	Gen 1	o_Cytophagales	-2.925236204	25
IL8	Gen 1	o_Planctomycetales	-3.033337426	24
IL8	Gen 1	o_Caulobacterales	-2.626037944	27
IL8	Gen 1	f_Shewanellaceae	-4.012333735	34
IL8	Gen 1	f_Flavobacteriaceae	-3.207090268	32
IL8	Gen 1	f_Erythrobacteraceae	-3.851172237	23
IL8	Gen 1	f_Flammeovirgaceae	-2.941485911	38
IL8	Gen 1	f_Microbacteriaceae	-0.949961785	5
IL8	Gen 1	f_OM60	-2.602653469	16
IL8	Gen 1	f_Chthoniobacteraceae	-2.894454051	43
IL8	Gen 1	f_Planctomycetaceae	-3.033337426	26
IL8	Gen 1	f_Caulobacteraceae	-2.626037944	30
IL8	Gen 1	f_Colwelliaceae	-3.851172237	19
IL8	Gen 1	f_Corynebacteriaceae	-4.27083521	20
IL8	Gen 1	f_Marinicellaceae	-2.766661668	8
IL8	Gen 1	g_Enterobacter	-3.124005717	22
IL8	Gen 1	g_Ruegeria	-3.124005717	42
IL8	Gen 1	g_Loktanella	-4.012333735	35
IL8	Gen 1	g_Propionibacterium	-2.789387501	41
IL8	Gen 1	g_Planctomyces	-3.033337426	28
IL8	Gen 1	g_Candidatus Xiphinematobacter	-2.894454051	44
IL8	Gen 1	g_Shewanella	-4.012333735	33
IL8	Gen 1	g_Congregibacter	-3.099502876	39
IL8	Gen 1	g_Marivita	-1.963672461	37
IL8	Gen 1	g_Corynebacterium	-4.27083521	21
IL8	Gen 1	g_Erythrobacter	-3.851172237	15
IL8	Gen 1	s_Propionibacterium acnes	-2.7893874	4
IL8	Gen 1	o_Rhodophyta	-4.27083521	49
IL8	Gen 1	o_Oscillatoriales	-3.238736885	46
IL8	Gen 1	o_Nostocales	-5	55
IL8	Gen 1	f_Nostocaceae	-5	56
IL8	Gen 1	f_Phormidiaceae	-3.238736885	45
IL8	Gen 1	g_Phormidium	-3.272872089	50
IL8	Gen 1	g_Lyngbya	-5	51
IL8	Gen 1	g_Arthrospira	-5	54
IL8	Gen 1	g_Cylindrospermopsis	-5	57
IL8	Gen 1	g_Planktothricoides	-5	53
IL8	Gen 1	g_Hydrocoleum	-5	52
IL8	Gen 1	s_Lyngbya hieronymusii	-5	48
IL8	Gen 1	s_Arthrospira platensis	-5	47
